date,ticker,stock_name,foreign_buy,foreign_sell,foreign_net,foreign_dealer_buy,foreign_dealer_sell,foreign_dealer_net,investment_buy,investment_sell,investment_net,dealer_buy,dealer_sell,dealer_net,dealer_self_buy,dealer_self_sell,dealer_self_net,dealer_hedge_buy,dealer_hedge_sell,dealer_hedge_net,total_net,source
2026-06-05,3038.TW,全台,164076,266000,-101924,0,0,0,0,486,-486,3000,7000,-4000,3000,7000,-4000,0,0,0,-106410,TWSE
2026-06-05,3040.TW,遠見,37000,55000,-18000,0,0,0,0,0,0,0,12000,-12000,0,0,0,0,12000,-12000,-30000,TWSE
2026-06-05,3041.TW,揚智,247020,613021,-366001,0,0,0,0,0,0,10000,9266,734,10000,9266,734,0,0,0,-365267,TWSE
2026-06-05,3042.TW,晶技,5970476,5234540,735936,0,0,0,24000,0,24000,263198,508708,-245510,131000,241296,-110296,132198,267412,-135214,514426,TWSE
2026-06-05,3043.TW,科風,347000,369000,-22000,0,0,0,0,0,0,2000,6023,-4023,2000,6023,-4023,0,0,0,-26023,TWSE
2026-06-05,3044.TW,健鼎,1678246,2316000,-637754,0,0,0,334000,1038,332962,58603,73013,-14410,33000,29706,3294,25603,43307,-17704,-319202,TWSE
2026-06-05,3045.TW,台灣大,3630318,2413453,1216865,0,0,0,336000,50881,285119,127603,174000,-46397,82000,102000,-20000,45603,72000,-26397,1455587,TWSE
2026-06-05,3046.TW,建碁,236015,347000,-110985,0,0,0,0,0,0,4000,9000,-5000,4000,9000,-5000,0,0,0,-115985,TWSE
2026-06-05,3047.TW,訊舟,704516,549000,155516,0,0,0,0,0,0,26000,40516,-14516,26000,40516,-14516,0,0,0,141000,TWSE
2026-06-05,3048.TW,益登,3692404,2319000,1373404,0,0,0,0,0,0,60353,172417,-112064,8000,12860,-4860,52353,159557,-107204,1261340,TWSE
2026-06-05,3049.TW,精金,3004600,10208470,-7203870,0,0,0,0,0,0,0,3924,-3924,0,2507,-2507,0,1417,-1417,-7207794,TWSE
2026-06-05,3050.TW,鈺德,377000,587000,-210000,0,0,0,0,0,0,6000,6139,-139,6000,6139,-139,0,0,0,-210139,TWSE
2026-06-05,3051.TW,力特,892000,401185,490815,0,0,0,0,0,0,2000,3366,-1366,2000,3366,-1366,0,0,0,489449,TWSE
2026-06-05,3052.TW,夆典,128000,182212,-54212,0,0,0,0,0,0,35000,0,35000,35000,0,35000,0,0,0,-19212,TWSE
2026-06-05,3054.TW,立萬利,311000,379000,-68000,0,0,0,0,0,0,2000,9289,-7289,2000,9289,-7289,0,0,0,-75289,TWSE
2026-06-05,3055.TW,蔚華科,507000,399875,107125,0,0,0,0,0,0,14771,29876,-15105,6000,11936,-5936,8771,17940,-9169,92020,TWSE
2026-06-05,3056.TW,富華新,365000,1192000,-827000,0,0,0,0,0,0,27012,27109,-97,21000,25000,-4000,6012,2109,3903,-827097,TWSE
2026-06-05,3057.TW,喬鼎,134000,194104,-60104,0,0,0,0,0,0,0,198,-198,0,198,-198,0,0,0,-60302,TWSE
2026-06-05,3058.TW,立德,423000,1291000,-868000,0,0,0,0,0,0,2000,4413,-2413,2000,4413,-2413,0,0,0,-870413,TWSE
2026-06-05,3059.TW,華晶科,4489633,7525000,-3035367,0,0,0,0,5000,-5000,150513,249014,-98501,6424,12342,-5918,144089,236672,-92583,-3138868,TWSE
2026-06-05,3060.TW,銘異,951213,961403,-10190,0,0,0,0,0,0,15000,14875,125,15000,14875,125,0,0,0,-10065,TWSE
2026-06-05,3062.TW,建漢,1757511,2566000,-808489,0,0,0,0,0,0,26278,145167,-118889,10000,19085,-9085,16278,126082,-109804,-927378,TWSE
2026-06-05,3066.TW,李洲,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3071.TW,協禧,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3073.TW,天方能源,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3078.TW,僑威,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3081.TW,聯亞,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3083.TW,網龍,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3085.TW,新零售,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3086.TW,華義*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3088.TW,艾訊,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3090.TW,日電貿,283000,184000,99000,0,0,0,0,0,0,43830,158393,-114563,4000,134398,-130398,39830,23995,15835,-15563,TWSE
2026-06-05,3092.TW,鴻碩,155000,216000,-61000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-61000,TWSE
2026-06-05,3093.TW,港建*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3094.TW,聯傑,389319,357000,32319,0,0,0,0,0,0,13000,12706,294,13000,12706,294,0,0,0,32613,TWSE
2026-06-05,3095.TW,及成,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3105.TW,穩懋,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3114.TW,好德,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3115.TW,富榮綱,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3118.TW,進階,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3122.TW,笙泉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3128.TW,昇銳,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3130.TW,一零四,8070,17065,-8995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8995,TWSE
2026-06-05,3131.TW,弘塑,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3135.TW,凌航,1058401,1642978,-584577,0,0,0,0,0,0,11000,10786,214,11000,10786,214,0,0,0,-584363,TWSE
2026-06-05,3138.TW,耀登,405309,398000,7309,0,0,0,0,0,0,8533,14335,-5802,0,37,-37,8533,14298,-5765,1507,TWSE
2026-06-05,3141.TW,晶宏,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3147.TW,大綜,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3149.TW,正達,10894650,8149000,2745650,0,0,0,0,0,0,45502,95549,-50047,45502,95549,-50047,0,0,0,2695603,TWSE
2026-06-05,3150.TW,鈺寶-創,11000,4000,7000,0,0,0,0,0,0,3000,4000,-1000,0,1000,-1000,3000,3000,0,6000,TWSE
2026-06-05,3152.TW,璟德,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3162.TW,精確,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3163.TW,波若威,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3164.TW,景岳,3000,4000,-1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1000,TWSE
2026-06-05,3167.TW,大量,94000,29000,65000,0,0,0,0,0,0,2000,4546,-2546,2000,3046,-1046,0,1500,-1500,62454,TWSE
2026-06-05,3168.TW,眾福科,7000,11000,-4000,0,0,0,0,0,0,0,1000,-1000,0,1000,-1000,0,0,0,-5000,TWSE
2026-06-05,3169.TW,亞信,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3171.TW,炎洲流通,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3176.TW,基亞,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3178.TW,公準,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3188.TW,鑫龍騰,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3189.TW,景碩,3319113,991329,2327784,0,0,0,5095,522000,-516905,152806,960407,-807601,63997,427972,-363975,88809,532435,-443626,1003278,TWSE
2026-06-05,3191.TW,雲嘉南,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3205.TW,佰研,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3206.TW,志豐,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3207.TW,耀勝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3209.TW,全科,628561,999283,-370722,0,0,0,0,1502,-1502,5170,101005,-95835,3000,15000,-12000,2170,86005,-83835,-468059,TWSE
2026-06-05,3211.TW,順達,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3213.TW,茂訊,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3217.TW,優群,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3218.TW,大學光,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3219.TW,倚強科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3221.TW,台嘉碩,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3224.TW,三顧,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3226.TW,龍鋒,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3227.TW,原相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3228.TW,金麗科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3229.TW,晟鈦,105000,86000,19000,0,0,0,0,0,0,5000,0,5000,5000,0,5000,0,0,0,24000,TWSE
2026-06-05,3230.TW,錦明,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3231.TW,緯創,30106120,26026333,4079787,0,0,0,187000,49419,137581,1349984,1859593,-509609,315000,486000,-171000,1034984,1373593,-338609,3707759,TWSE
2026-06-05,3232.TW,昱捷,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3234.TW,光環,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3236.TW,千如,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3252.TW,海灣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3257.TW,虹冠電,95000,105000,-10000,0,0,0,0,0,0,1000,2000,-1000,1000,2000,-1000,0,0,0,-11000,TWSE
2026-06-05,3259.TW,鑫創,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3260.TW,威剛,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3264.TW,欣銓,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3265.TW,台星科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3266.TW,昇陽,9000,18000,-9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9000,TWSE
2026-06-05,3268.TW,海德威,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3272.TW,東碩,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3276.TW,宇環,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3284.TW,太普高,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3285.TW,微端,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3287.TW,廣寰科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3288.TW,點晶,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3289.TW,宜特,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3290.TW,東浦,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3293.TW,鈊象,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3294.TW,英濟,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3296.TW,勝德,23020,52000,-28980,0,0,0,0,0,0,5000,6045,-1045,5000,6045,-1045,0,0,0,-30025,TWSE
2026-06-05,3297.TW,杭特,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3303.TW,岱稜,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3305.TW,昇貿,2727575,1407470,1320105,0,0,0,0,0,0,134366,255593,-121227,0,1000,-1000,134366,254593,-120227,1198878,TWSE
2026-06-05,3306.TW,鼎天,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3308.TW,聯德,183020,153000,30020,0,0,0,0,0,0,0,13532,-13532,0,13532,-13532,0,0,0,16488,TWSE
2026-06-05,3310.TW,佳穎,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3311.TW,閎暉,925225,2019001,-1093776,0,0,0,0,0,0,6000,6481,-481,6000,6481,-481,0,0,0,-1094257,TWSE
2026-06-05,3312.TW,弘憶股,9756500,5980030,3776470,0,0,0,0,0,0,75595,156643,-81048,32595,152643,-120048,43000,4000,39000,3695422,TWSE
2026-06-05,3313.TW,斐成,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3317.TW,尼克森,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3321.TW,同泰,173000,515002,-342002,0,0,0,0,0,0,1000,1000,0,1000,1000,0,0,0,0,-342002,TWSE
2026-06-05,3322.TW,建舜電,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3323.TW,加百裕,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3324.TW,雙鴻,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3325.TW,旭品,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3332.TW,幸康,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3338.TW,泰碩,611582,621000,-9418,0,0,0,0,0,0,5000,6402,-1402,5000,6402,-1402,0,0,0,-10820,TWSE
2026-06-05,3339.TW,泰谷,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3346.TW,麗清,15000,149000,-134000,0,0,0,0,0,0,5356,19403,-14047,5356,19403,-14047,0,0,0,-148047,TWSE
2026-06-05,3349.TW,寶德,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3354.TW,律勝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3356.TW,奇偶,702788,430011,272777,0,0,0,0,0,0,0,10269,-10269,0,10269,-10269,0,0,0,262508,TWSE
2026-06-05,3357.TW,臺慶科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3360.TW,尚立,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3362.TW,先進光,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3363.TW,上詮,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3372.TW,典範,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3373.TW,熱映,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3374.TW,精材,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3376.TW,新日興,4995762,2436719,2559043,0,0,0,0,0,0,786860,113804,673056,342201,57615,284586,444659,56189,388470,3232099,TWSE
2026-06-05,3379.TW,彬台,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3380.TW,明泰,1755527,1339000,416527,0,0,0,0,1000,-1000,68205,109667,-41462,18000,44000,-26000,50205,65667,-15462,374065,TWSE
2026-06-05,3388.TW,崇越電,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3390.TW,旭軟,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3402.TW,漢科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3406.TW,玉晶光,2240111,2825711,-585600,0,0,0,403000,0,403000,194407,176605,17802,45000,28000,17000,149407,148605,802,-164798,TWSE
2026-06-05,3413.TW,京鼎,795908,740259,55649,0,0,0,0,0,0,32000,63991,-31991,3000,4000,-1000,29000,59991,-30991,23658,TWSE
2026-06-05,3416.TW,融程電,80316,113200,-32884,0,0,0,0,0,0,7000,12205,-5205,1000,2000,-1000,6000,10205,-4205,-38089,TWSE
2026-06-05,3419.TW,譁裕,90000,51000,39000,0,0,0,0,0,0,2000,0,2000,2000,0,2000,0,0,0,41000,TWSE
2026-06-05,3430.TW,奇鈦科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3432.TW,台端,8000,9000,-1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1000,TWSE
2026-06-05,3434.TW,哲固,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3437.TW,榮創,312038,289830,22208,0,0,0,0,0,0,8000,7000,1000,8000,7000,1000,0,0,0,23208,TWSE
2026-06-05,3438.TW,類比科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3441.TW,聯一光,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3443.TW,創意,1147784,945101,202683,0,0,0,8032,65217,-57185,161562,148124,13438,90161,90614,-453,71401,57510,13891,158936,TWSE
2026-06-05,3444.TW,利機,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3447.TW,展達,100000,375000,-275000,0,0,0,0,0,0,0,1000,-1000,0,1000,-1000,0,0,0,-276000,TWSE
2026-06-05,3450.TW,聯鈞,4267827,5946748,-1678921,0,0,0,39000,0,39000,297976,354205,-56229,197639,240161,-42522,100337,114044,-13707,-1696150,TWSE
2026-06-05,3455.TW,由田,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3465.TW,進泰電子,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3466.TW,德晉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3467.TW,台灣精材,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3479.TW,安勤,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3481.TW,群創,36771637,23824587,12947050,0,0,0,41000,31443,9557,1654387,10597146,-8942759,673000,6249536,-5576536,981387,4347610,-3366223,4013848,TWSE
2026-06-05,3483.TW,力致,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3484.TW,崧騰,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3485.TW,敘豐,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3489.TW,森寶,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3490.TW,單井,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3491.TW,昇達科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3492.TW,長盛,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3494.TW,誠研,33000,3000,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,TWSE
2026-06-05,3498.TW,陽程,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3499.TW,環天科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3501.TW,維熹,89000,178244,-89244,0,0,0,0,0,0,12000,16872,-4872,12000,16872,-4872,0,0,0,-94116,TWSE
2026-06-05,3504.TW,揚明光,1054201,591000,463201,0,0,0,0,0,0,10000,11282,-1282,10000,11282,-1282,0,0,0,461919,TWSE
2026-06-05,3508.TW,位速,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3511.TW,矽瑪,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3512.TW,皇龍,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3515.TW,華擎,377811,433000,-55189,0,0,0,0,1000,-1000,10237,33033,-22796,2000,4000,-2000,8237,29033,-20796,-78985,TWSE
2026-06-05,3516.TW,亞帝歐,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3518.TW,柏騰,178851,271000,-92149,0,0,0,0,0,0,0,8000,-8000,0,8000,-8000,0,0,0,-100149,TWSE
2026-06-05,3520.TW,華盈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3521.TW,台鋼建設,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3522.TW,御嵿,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3526.TW,凡甲,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3527.TW,聚積,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3528.TW,安馳,76000,3000,73000,0,0,0,0,0,0,5000,2281,2719,0,2281,-2281,5000,0,5000,75719,TWSE
2026-06-05,3529.TW,力旺,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3530.TW,晶相光,109000,136000,-27000,0,0,0,0,0,0,4000,3959,41,4000,3959,41,0,0,0,-26959,TWSE
2026-06-05,3531.TW,先益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3532.TW,台勝科,129900,99867,30033,0,0,0,0,1000,-1000,118359,35381,82978,38859,32000,6859,79500,3381,76119,112011,TWSE
2026-06-05,3533.TW,嘉澤,1210252,632708,577544,0,0,0,1000,174572,-173572,37674,71056,-33382,6000,31000,-25000,31674,40056,-8382,370590,TWSE
2026-06-05,3535.TW,晶彩科,183240,56500,126740,0,0,0,0,0,0,7000,8531,-1531,7000,8531,-1531,0,0,0,125209,TWSE
2026-06-05,3537.TW,堡達,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3540.TW,曜越,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3541.TW,西柏,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3543.TW,州巧,165000,260000,-95000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-95000,TWSE
2026-06-05,3545.TW,敦泰,614180,370200,243980,0,0,0,0,0,0,13321,50166,-36845,3000,5000,-2000,10321,45166,-34845,207135,TWSE
2026-06-05,3546.TW,宇峻,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3548.TW,兆利,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3550.TW,聯穎,3138354,3575292,-436938,0,0,0,0,0,0,9000,23598,-14598,9000,23598,-14598,0,0,0,-451536,TWSE
2026-06-05,3551.TW,世禾,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3552.TW,同致,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3555.TW,博士旺,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3556.TW,禾瑞亞,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3557.TW,嘉威,13000,14000,-1000,0,0,0,0,0,0,11000,8000,3000,11000,8000,3000,0,0,0,2000,TWSE
2026-06-05,3558.TW,神準,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3563.TW,牧德,146911,162000,-15089,0,0,0,0,0,0,46507,53000,-6493,4000,3300,700,42507,49700,-7193,-21582,TWSE
2026-06-05,3564.TW,其陽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3567.TW,逸昌,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3570.TW,大塚,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3576.TW,聯合再生,1707592,6272938,-4565346,0,0,0,0,0,0,59000,53849,5151,33000,28000,5000,26000,25849,151,-4560195,TWSE
2026-06-05,3577.TW,泓格,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3580.TW,友威科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3581.TW,博磊,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-05,3583.TW,辛耘,1015434,819002,196432,0,0,0,0,0,0,64989,72363,-7374,5019,3565,1454,59970,68798,-8828,189058,TWSE
