date,ticker,stock_name,foreign_buy,foreign_sell,foreign_net,foreign_dealer_buy,foreign_dealer_sell,foreign_dealer_net,investment_buy,investment_sell,investment_net,dealer_buy,dealer_sell,dealer_net,dealer_self_buy,dealer_self_sell,dealer_self_net,dealer_hedge_buy,dealer_hedge_sell,dealer_hedge_net,total_net,source
2026-06-01,2885.TW,元大金,15389041,12788082,2600959,0,0,0,485000,7947400,-7462400,401290,390342,10948,69000,105035,-36035,332290,285307,46983,-4850493,TWSE
2026-06-01,2886.TW,兆豐金,28830946,18233919,10597027,0,0,0,14146000,5890,14140110,248433,521000,-272567,57935,143000,-85065,190498,378000,-187502,24464570,TWSE
2026-06-01,2887.TW,台新新光金,77424557,42103853,35320704,0,0,0,78413000,9364000,69049000,1858369,7530497,-5672128,134246,139589,-5343,1724123,7390908,-5666785,98697576,TWSE
2026-06-01,2887E.TW,台新新光戊特一,8000,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,TWSE
2026-06-01,2887I.TW,台新新光辛特,337000,1748519,-1411519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1411519,TWSE
2026-06-01,2887Z1.TW,台新新光己特,0,2000,-2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2000,TWSE
2026-06-01,2889.TW,國票金,2979130,821000,2158130,0,0,0,0,0,0,6000,1000,5000,6000,1000,5000,0,0,0,2163130,TWSE
2026-06-01,2890.TW,永豐金,30776510,9622482,21154028,0,0,0,411000,261338,149662,216815,378504,-161689,22000,105761,-83761,194815,272743,-77928,21142001,TWSE
2026-06-01,2891.TW,中信金,20682490,25028912,-4346422,0,0,0,17407000,3709976,13697024,461594,668974,-207380,82095,119000,-36905,379499,549974,-170475,9143222,TWSE
2026-06-01,2891B.TW,中信金乙特,0,0,0,0,0,0,0,0,0,5000,0,5000,5000,0,5000,0,0,0,5000,TWSE
2026-06-01,2891C.TW,中信金丙特,0,0,0,0,0,0,0,0,0,1000,0,1000,1000,0,1000,0,0,0,1000,TWSE
2026-06-01,2892.TW,第一金,25992635,28327220,-2334585,0,0,0,1268000,0,1268000,258325,94220,164105,28000,94220,-66220,230325,0,230325,-902480,TWSE
2026-06-01,2897.TW,王道銀行,5821000,4270000,1551000,0,0,0,0,1552000,-1552000,13000,1051,11949,13000,1051,11949,0,0,0,10949,TWSE
2026-06-01,2901.TW,欣欣,15000,3000,12000,0,0,0,0,0,0,2000,0,2000,2000,0,2000,0,0,0,14000,TWSE
2026-06-01,2903.TW,遠百,1563000,1262000,301000,0,0,0,1000,717000,-716000,3000,0,3000,3000,0,3000,0,0,0,-412000,TWSE
2026-06-01,2904.TW,匯僑,36000,4000,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32000,TWSE
2026-06-01,2905.TW,三商,735000,94000,641000,0,0,0,0,0,0,15000,2003,12997,15000,2003,12997,0,0,0,653997,TWSE
2026-06-01,2906.TW,高林,50000,7000,43000,0,0,0,0,0,0,6000,0,6000,6000,0,6000,0,0,0,49000,TWSE
2026-06-01,2908.TW,特力,106092,61000,45092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45092,TWSE
2026-06-01,2910.TW,統領,7000,2000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,TWSE
2026-06-01,2911.TW,麗嬰房,59000,401,58599,0,0,0,0,0,0,8000,0,8000,8000,0,8000,0,0,0,66599,TWSE
2026-06-01,2912.TW,統一超,3696367,6524600,-2828233,0,0,0,8010000,15798,7994202,72127,73000,-873,0,3000,-3000,72127,70000,2127,5165096,TWSE
2026-06-01,2913.TW,農林,1688000,527148,1160852,0,0,0,0,0,0,22000,11122,10878,22000,11122,10878,0,0,0,1171730,TWSE
2026-06-01,2915.TW,潤泰全,1811000,430000,1381000,0,0,0,0,64000,-64000,3892,2106,1786,1892,2106,-214,2000,0,2000,1318786,TWSE
2026-06-01,2916.TW,滿心,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,2923.TW,鼎固-KY,110000,44000,66000,0,0,0,0,0,0,21000,18000,3000,21000,18000,3000,0,0,0,69000,TWSE
2026-06-01,2926.TW,誠品生活,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,2929.TW,淘帝-KY,101000,74000,27000,0,0,0,0,0,0,0,1000,-1000,0,1000,-1000,0,0,0,26000,TWSE
2026-06-01,2937.TW,集雅社,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,2939.TW,永邑-KY,6000,1000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,TWSE
2026-06-01,2945.TW,三商家購,17000,2000,15000,0,0,0,0,0,0,1000,1000,0,1000,1000,0,0,0,0,15000,TWSE
2026-06-01,2949.TW,欣新網,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3002.TW,歐格,284000,240000,44000,0,0,0,0,0,0,7256,380,6876,7256,380,6876,0,0,0,50876,TWSE
2026-06-01,3003.TW,健和興,229100,200249,28851,0,0,0,0,0,0,9000,6759,2241,9000,6759,2241,0,0,0,31092,TWSE
2026-06-01,3004.TW,豐達科,293120,117013,176107,0,0,0,0,0,0,2000,19524,-17524,2000,14204,-12204,0,5320,-5320,158583,TWSE
2026-06-01,3005.TW,神基,2415298,1568360,846938,0,0,0,3000,80336,-77336,109502,34516,74986,9000,8956,44,100502,25560,74942,844588,TWSE
2026-06-01,3006.TW,晶豪科,7612878,8459046,-846168,0,0,0,127000,3000,124000,341098,238936,102162,121000,80720,40280,220098,158216,61882,-620006,TWSE
2026-06-01,3008.TW,大立光,445281,340868,104413,0,0,0,2000,0,2000,87992,48451,39541,9020,8200,820,78972,40251,38721,145954,TWSE
2026-06-01,3010.TW,華立,500000,516000,-16000,0,0,0,132000,123000,9000,3160,10341,-7181,2000,0,2000,1160,10341,-9181,-14181,TWSE
2026-06-01,3011.TW,今皓,2329092,600000,1729092,0,0,0,0,0,0,3487,3000,487,3487,3000,487,0,0,0,1729579,TWSE
2026-06-01,3013.TW,晟銘電,2467383,1896433,570950,0,0,0,0,0,0,169659,188393,-18734,1000,0,1000,168659,188393,-19734,552216,TWSE
2026-06-01,3014.TW,聯陽,386331,1759500,-1373169,0,0,0,751000,5244,745756,8000,14463,-6463,8000,11507,-3507,0,2956,-2956,-633876,TWSE
2026-06-01,3015.TW,全漢,1255000,307000,948000,0,0,0,0,0,0,14995,53000,-38005,14995,53000,-38005,0,0,0,909995,TWSE
2026-06-01,3016.TW,嘉晶,3616621,5253840,-1637219,0,0,0,0,0,0,239831,436293,-196462,0,36403,-36403,239831,399890,-160059,-1833681,TWSE
2026-06-01,3017.TW,奇鋐,2576367,1930827,645540,0,0,0,79001,12000,67001,238664,174464,64200,22860,12000,10860,215804,162464,53340,776741,TWSE
2026-06-01,3019.TW,亞光,1865134,1744000,121134,0,0,0,0,0,0,46260,128658,-82398,4000,79886,-75886,42260,48772,-6512,38736,TWSE
2026-06-01,3021.TW,鴻名,0,56000,-56000,0,0,0,0,0,0,0,187000,-187000,0,187000,-187000,0,0,0,-243000,TWSE
2026-06-01,3022.TW,威強電,648100,279200,368900,0,0,0,0,104000,-104000,18031,12612,5419,12000,2852,9148,6031,9760,-3729,270319,TWSE
2026-06-01,3023.TW,信邦,722338,994691,-272353,0,0,0,0,200000,-200000,46461,43638,2823,28000,21212,6788,18461,22426,-3965,-469530,TWSE
2026-06-01,3024.TW,憶聲,1694000,649000,1045000,0,0,0,0,0,0,4000,6000,-2000,4000,6000,-2000,0,0,0,1043000,TWSE
2026-06-01,3025.TW,星通,206110,460160,-254050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-254050,TWSE
2026-06-01,3026.TW,禾伸堂,293700,278008,15692,0,0,0,105000,40000,65000,101879,98578,3301,39000,49400,-10400,62879,49178,13701,83993,TWSE
2026-06-01,3027.TW,盛達,339000,87000,252000,0,0,0,0,0,0,11000,4000,7000,11000,4000,7000,0,0,0,259000,TWSE
2026-06-01,3028.TW,增你強,502000,689660,-187660,0,0,0,0,0,0,15095,46012,-30917,2000,25000,-23000,13095,21012,-7917,-218577,TWSE
2026-06-01,3029.TW,零壹,1184364,543100,641264,0,0,0,0,6447,-6447,61318,11000,50318,40748,10000,30748,20570,1000,19570,685135,TWSE
2026-06-01,3030.TW,德律,913136,1320730,-407594,0,0,0,0,0,0,87535,90453,-2918,2000,4310,-2310,85535,86143,-608,-410512,TWSE
2026-06-01,3031.TW,佰鴻,1068181,925000,143181,0,0,0,0,1000,-1000,4000,6556,-2556,4000,6556,-2556,0,0,0,139625,TWSE
2026-06-01,3032.TW,偉訓,386871,326000,60871,0,0,0,0,0,0,3660,38292,-34632,1000,1136,-136,2660,37156,-34496,26239,TWSE
2026-06-01,3033.TW,威健,3802000,5652129,-1850129,0,0,0,0,18194,-18194,823884,943003,-119119,46000,820601,-774601,777884,122402,655482,-1987442,TWSE
2026-06-01,3034.TW,聯詠,3577444,4136074,-558630,0,0,0,1941475,23582,1917893,418134,194133,224001,291000,22700,268300,127134,171433,-44299,1583264,TWSE
2026-06-01,3035.TW,智原,2960020,2721308,238712,0,0,0,0,0,0,547419,147539,399880,253998,3000,250998,293421,144539,148882,638592,TWSE
2026-06-01,3036.TW,文曄,3975628,2753517,1222111,0,0,0,364000,1922000,-1558000,119081,142455,-23374,40000,31749,8251,79081,110706,-31625,-359263,TWSE
2026-06-01,3037.TW,欣興,8319825,8058693,261132,0,0,0,117001,1035000,-917999,413987,466749,-52762,60858,135931,-75073,353129,330818,22311,-709629,TWSE
2026-06-01,3038.TW,全台,489379,220000,269379,0,0,0,0,0,0,4000,1000,3000,4000,1000,3000,0,0,0,272379,TWSE
2026-06-01,3040.TW,遠見,104000,70000,34000,0,0,0,0,0,0,0,1000,-1000,0,1000,-1000,0,0,0,33000,TWSE
2026-06-01,3041.TW,揚智,530286,265000,265286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265286,TWSE
2026-06-01,3042.TW,晶技,10610440,10870037,-259597,0,0,0,119000,30000,89000,655959,911563,-255604,148000,356137,-208137,507959,555426,-47467,-426201,TWSE
2026-06-01,3043.TW,科風,137461,10000,127461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127461,TWSE
2026-06-01,3044.TW,健鼎,1338420,3241617,-1903197,0,0,0,593130,267000,326130,160313,170284,-9971,89338,42053,47285,70975,128231,-57256,-1587038,TWSE
2026-06-01,3045.TW,台灣大,7077252,6066597,1010655,0,0,0,3681000,264000,3417000,115201,239000,-123799,92000,133000,-41000,23201,106000,-82799,4303856,TWSE
2026-06-01,3046.TW,建碁,912000,1105000,-193000,0,0,0,0,0,0,6464,26350,-19886,6464,26350,-19886,0,0,0,-212886,TWSE
2026-06-01,3047.TW,訊舟,926000,371000,555000,0,0,0,0,0,0,12000,3000,9000,12000,3000,9000,0,0,0,564000,TWSE
2026-06-01,3048.TW,益登,3241130,3034000,207130,0,0,0,0,0,0,68000,224553,-156553,21000,20893,107,47000,203660,-156660,50577,TWSE
2026-06-01,3049.TW,精金,6772000,2208000,4564000,0,0,0,0,0,0,5065,3000,2065,0,3000,-3000,5065,0,5065,4566065,TWSE
2026-06-01,3050.TW,鈺德,419000,151000,268000,0,0,0,0,0,0,9000,3000,6000,9000,3000,6000,0,0,0,274000,TWSE
2026-06-01,3051.TW,力特,1123000,920320,202680,0,0,0,0,0,0,8000,2742,5258,8000,2742,5258,0,0,0,207938,TWSE
2026-06-01,3052.TW,夆典,574225,144000,430225,0,0,0,0,0,0,10000,0,10000,10000,0,10000,0,0,0,440225,TWSE
2026-06-01,3054.TW,立萬利,101000,24000,77000,0,0,0,0,0,0,1000,3031,-2031,1000,3031,-2031,0,0,0,74969,TWSE
2026-06-01,3055.TW,蔚華科,757044,1034000,-276956,0,0,0,0,0,0,49014,22665,26349,9000,9163,-163,40014,13502,26512,-250607,TWSE
2026-06-01,3056.TW,富華新,1583469,233642,1349827,0,0,0,0,0,0,1000,0,1000,1000,0,1000,0,0,0,1350827,TWSE
2026-06-01,3057.TW,喬鼎,637080,201000,436080,0,0,0,0,0,0,2559,6000,-3441,2559,6000,-3441,0,0,0,432639,TWSE
2026-06-01,3058.TW,立德,588000,669000,-81000,0,0,0,0,0,0,20413,0,20413,20413,0,20413,0,0,0,-60587,TWSE
2026-06-01,3059.TW,華晶科,7529238,3091300,4437938,0,0,0,26000,0,26000,789615,38993,750622,74588,10000,64588,715027,28993,686034,5214560,TWSE
2026-06-01,3060.TW,銘異,1072806,891000,181806,0,0,0,0,0,0,6000,1073,4927,6000,1073,4927,0,0,0,186733,TWSE
2026-06-01,3062.TW,建漢,3805540,5462000,-1656460,0,0,0,0,0,0,154898,77007,77891,12000,6052,5948,142898,70955,71943,-1578569,TWSE
2026-06-01,3066.TW,李洲,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3067.TW,全域,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3071.TW,協禧,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3073.TW,天方能源,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3078.TW,僑威,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3081.TW,聯亞,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3083.TW,網龍,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3086.TW,華義*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3088.TW,艾訊,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3090.TW,日電貿,783050,436300,346750,0,0,0,0,0,0,31999,20079,11920,13000,4000,9000,18999,16079,2920,358670,TWSE
2026-06-01,3092.TW,鴻碩,487107,315000,172107,0,0,0,0,0,0,3136,9531,-6395,3136,9531,-6395,0,0,0,165712,TWSE
2026-06-01,3093.TW,港建*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3094.TW,聯傑,607120,455160,151960,0,0,0,0,0,0,4000,2637,1363,4000,2637,1363,0,0,0,153323,TWSE
2026-06-01,3095.TW,及成,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3105.TW,穩懋,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3114.TW,好德,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3115.TW,富榮綱,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3118.TW,進階,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3122.TW,笙泉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3128.TW,昇銳,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3130.TW,一零四,13173,12999,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,TWSE
2026-06-01,3131.TW,弘塑,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3135.TW,凌航,1184032,1897009,-712977,0,0,0,0,0,0,10000,20780,-10780,10000,20780,-10780,0,0,0,-723757,TWSE
2026-06-01,3138.TW,耀登,332535,300000,32535,0,0,0,0,0,0,2000,5276,-3276,0,0,0,2000,5276,-3276,29259,TWSE
2026-06-01,3141.TW,晶宏,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3147.TW,大綜,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3149.TW,正達,1169000,1848000,-679000,0,0,0,0,0,0,88126,0,88126,88126,0,88126,0,0,0,-590874,TWSE
2026-06-01,3150.TW,鈺寶-創,12000,9000,3000,0,0,0,0,0,0,3090,3000,90,0,0,0,3090,3000,90,3090,TWSE
2026-06-01,3152.TW,璟德,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3158.TW,嘉實,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3162.TW,精確,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3163.TW,波若威,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3164.TW,景岳,19000,8000,11000,0,0,0,0,0,0,0,1000,-1000,0,1000,-1000,0,0,0,10000,TWSE
2026-06-01,3167.TW,大量,166815,125484,41331,0,0,0,0,181000,-181000,28420,0,28420,2420,0,2420,26000,0,26000,-111249,TWSE
2026-06-01,3168.TW,眾福科,28000,17000,11000,0,0,0,0,0,0,0,1000,-1000,0,1000,-1000,0,0,0,10000,TWSE
2026-06-01,3169.TW,亞信,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3171.TW,炎洲流通,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3176.TW,基亞,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3178.TW,公準,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3188.TW,鑫龍騰,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3189.TW,景碩,2619885,1684928,934957,0,0,0,19191,4000,15191,434534,80700,353834,177315,48000,129315,257219,32700,224519,1303982,TWSE
2026-06-01,3191.TW,雲嘉南,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3205.TW,佰研,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3206.TW,志豐,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3207.TW,耀勝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3209.TW,全科,1014814,950017,64797,0,0,0,0,3000,-3000,33375,20736,12639,1000,1657,-657,32375,19079,13296,74436,TWSE
2026-06-01,3211.TW,順達,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3213.TW,茂訊,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3217.TW,優群,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3218.TW,大學光,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3219.TW,倚強科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3221.TW,台嘉碩,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3224.TW,三顧,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3226.TW,龍鋒,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3227.TW,原相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3228.TW,金麗科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3229.TW,晟鈦,310000,325240,-15240,0,0,0,0,0,0,24304,4000,20304,24304,4000,20304,0,0,0,5064,TWSE
2026-06-01,3230.TW,錦明,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3231.TW,緯創,32012000,7325387,24686613,0,0,0,1500000,12000,1488000,1894827,2163000,-268173,97000,18000,79000,1797827,2145000,-347173,25906440,TWSE
2026-06-01,3232.TW,昱捷,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3234.TW,光環,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3236.TW,千如,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3252.TW,海灣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3257.TW,虹冠電,515000,370000,145000,0,0,0,0,0,0,2000,2000,0,2000,2000,0,0,0,0,145000,TWSE
2026-06-01,3259.TW,鑫創,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3260.TW,威剛,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3264.TW,欣銓,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3265.TW,台星科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3266.TW,昇陽,59000,6000,53000,0,0,0,0,0,0,8000,2000,6000,8000,2000,6000,0,0,0,59000,TWSE
2026-06-01,3268.TW,海德威,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3272.TW,東碩,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3276.TW,宇環,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3284.TW,太普高,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3285.TW,微端,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3287.TW,廣寰科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3289.TW,宜特,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3290.TW,東浦,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3293.TW,鈊象,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3294.TW,英濟,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3296.TW,勝德,90000,13000,77000,0,0,0,0,0,0,127,0,127,127,0,127,0,0,0,77127,TWSE
2026-06-01,3297.TW,杭特,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3303.TW,岱稜,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3305.TW,昇貿,3054194,3322000,-267806,0,0,0,0,0,0,297754,143003,154751,2000,28000,-26000,295754,115003,180751,-113055,TWSE
2026-06-01,3306.TW,鼎天,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3308.TW,聯德,148000,66000,82000,0,0,0,0,0,0,3000,4000,-1000,3000,4000,-1000,0,0,0,81000,TWSE
2026-06-01,3310.TW,佳穎,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3311.TW,閎暉,384553,283080,101473,0,0,0,0,0,0,6000,4177,1823,6000,4177,1823,0,0,0,103296,TWSE
2026-06-01,3312.TW,弘憶股,1852520,675310,1177210,0,0,0,0,0,0,35980,6000,29980,35980,6000,29980,0,0,0,1207190,TWSE
2026-06-01,3313.TW,斐成,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3317.TW,尼克森,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3321.TW,同泰,527780,165000,362780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362780,TWSE
2026-06-01,3322.TW,建舜電,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3323.TW,加百裕,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3324.TW,雙鴻,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3325.TW,旭品,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3332.TW,幸康,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3338.TW,泰碩,0,14020,-14020,0,0,0,0,0,0,702328,0,702328,702328,0,702328,0,0,0,688308,TWSE
2026-06-01,3339.TW,泰谷,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3346.TW,麗清,0,67000,-67000,0,0,0,0,0,0,129214,0,129214,129214,0,129214,0,0,0,62214,TWSE
2026-06-01,3349.TW,寶德,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3354.TW,律勝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3356.TW,奇偶,150000,237486,-87486,0,0,0,0,0,0,2000,1758,242,2000,1758,242,0,0,0,-87244,TWSE
2026-06-01,3357.TW,臺慶科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3360.TW,尚立,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3362.TW,先進光,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3363.TW,上詮,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3372.TW,典範,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3373.TW,熱映,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3374.TW,精材,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3376.TW,新日興,4610496,1899093,2711403,0,0,0,0,0,0,580483,120549,459934,261672,58416,203256,318811,62133,256678,3171337,TWSE
2026-06-01,3379.TW,彬台,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3380.TW,明泰,2088010,2874000,-785990,0,0,0,0,0,0,126976,221121,-94145,1000,14000,-13000,125976,207121,-81145,-880135,TWSE
2026-06-01,3388.TW,崇越電,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3390.TW,旭軟,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3402.TW,漢科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPEX
2026-06-01,3406.TW,玉晶光,831782,954306,-122524,0,0,0,29000,14000,15000,51775,114057,-62282,10000,100,9900,41775,113957,-72182,-169806,TWSE
2026-06-01,3413.TW,京鼎,619250,1149100,-529850,0,0,0,8000,571000,-563000,21000,68080,-47080,1000,26000,-25000,20000,42080,-22080,-1139930,TWSE
